"id","created_at","updated_at","basic","carbs","default_amount","default_measurement","dietary_fiber","energy_kcal","energy_kj","food_group","name","protein","saturated_fats","source_database","sugar","total_fats","density"
1414,2024-08-22 14:24:52.101,2024-09-04 12:14:31.770,false,32.0,1.0,CUPS,0.0,286.0,1196.624,,Φρέσκα Ζυμαρικά Ραβιόλι με Γκοργκοντζόλα και Καρύδια,8.0,0.0,AB,7.4,14.0,0.7
1415,2024-08-22 14:24:52.132,2024-09-04 12:14:31.795,false,28.0,1.0,CUPS,0.0,264.0,1104.576,,Φρέσκα Ζυμαρικά Ρικότα και Ξύσμα Λεμονιού,11.0,0.0,AB,1.6,12.0,0.7
1416,2024-08-22 14:24:52.166,2024-09-04 12:14:31.819,false,31.0,1.0,CUPS,0.0,272.0,1138.048,,Φρέσκα Ζυμαρικά Ραβιόλι με Ραγού και Τομάτα,8.3,0.0,AB,3.7,13.0,0.7
1417,2024-08-22 14:24:52.188,2024-09-04 12:14:31.846,false,32.0,1.0,CUPS,0.0,271.0,1133.864,,Φρέσκα Ζυμαρικά Κολοκύθα και Τυρί,11.0,0.0,AB,6.8,11.0,0.7
1418,2024-08-22 14:24:52.212,2024-09-04 12:14:31.867,false,28.0,1.0,CUPS,0.0,268.0,1121.3120000000001,,Φρέσκα Ζυμαρικά Τυρί και Μαύρο Πιπέρι,9.8,0.0,AB,4.0,13.0,0.7
1419,2024-08-22 14:24:52.235,2024-09-04 12:14:31.891,false,30.0,1.0,CUPS,0.0,317.0,1326.328,,Φρέσκα Ζυμαρικά με Βασιλικό και Παρμιτζάνο,9.6,0.0,AB,2.9,18.0,0.7
1420,2024-08-22 14:24:52.259,2024-09-04 12:14:31.912,false,72.1,1.0,CUPS,0.0,354.0,1481.136,,Φρέσκα Ζυμαρικά Μπρι και Σπεκ,12.0,0.0,AB,3.8,1.5,0.7
1421,2024-08-22 14:24:52.283,2024-09-04 12:14:31.935,false,74.6,1.0,CUPS,1.5,378.2,1582.3888,,Σησαμάκι,13.4,0.0,AB,1.5,2.9,0.35
1422,2024-08-22 14:24:52.314,2024-09-04 12:14:31.959,true,80.4,0.5,CUPS,0.0,354.0,1481.136,,Τραχανάς,6.7,0.0,AB,0.2,0.4,0.75
412,2024-08-22 14:24:27.662,2024-09-04 12:14:31.981,true,73.0,0.5,CUPS,0.0,362.0,1514.608,,Ρύζι,13.2,0.0,AB,2.9,1.4,0.79
411,2024-08-22 14:24:27.648,2024-09-04 12:14:32.002,true,73.0,0.5,CUPS,1.4,338.0,1414.192,,Φακές,8.6,0.0,AB,0.0,0.8,0.8
463,2024-08-22 14:24:28.539,2024-09-04 12:14:32.029,false,73.0,0.5,CUPS,1.4,338.0,1414.192,,Φασόλια Γίγαντες,8.6,0.0,AB,0.0,0.8,0.8
447,2024-08-22 14:24:28.274,2024-09-04 12:14:32.054,false,8.0,0.5,CUPS,1.7,54.0,225.936,,Κινόα Λευκή & Κόκκινη,1.2,0.0,AB,4.9,1.5,0.85
476,2024-08-22 14:24:28.776,2024-09-04 12:14:32.074,false,16.6,0.5,CUPS,0.0,133.0,556.472,,Φασόλια Μαυρομάτικα,2.2,0.0,AB,0.0,6.4,0.75
1423,2024-08-22 14:24:52.421,2024-09-04 12:14:32.095,false,24.2,0.5,CUPS,3.1,148.0,619.232,,Φάβα Κομμένη,4.8,0.0,AB,3.3,2.9,0.85
466,2024-08-22 14:24:28.605,2024-09-04 12:14:32.115,false,10.3,0.5,CUPS,1.9,62.0,259.408,,Ταμπουλέ & Κινόα με Λεμόνι & Μέντα,0.9,0.0,AB,8.3,1.5,0.8
1424,2024-08-22 14:24:52.463,2024-09-04 12:14:32.164,false,72.0,0.5,CUPS,5.6,354.0,1481.136,,Φακές Κόκκινες,8.0,0.0,AB,0.5,2.5,0.8
1425,2024-08-22 14:24:52.485,2024-09-04 12:14:32.196,false,73.0,0.5,CUPS,0.0,361.0,1510.424,,Ρύζι Καστανό Πιλάφι,9.0,0.0,AB,0.4,2.6,0.9
1426,2024-08-22 14:24:52.507,2024-09-04 12:14:32.219,false,58.4,0.5,CUPS,13.1,347.0,1451.848,,Ρύζι Καστανό Γεμιστά,15.9,0.0,AB,3.0,2.68,0.9
496,2024-08-22 14:24:29.103,2024-09-04 12:14:32.241,false,6.3,0.5,CUPS,1.0,46.0,192.464,,Φακόρυζο,0.7,0.0,AB,1.2,1.8,0.9
1427,2024-08-22 14:24:52.550,2024-09-04 12:14:32.261,false,46.4,0.5,CUPS,11.6,340.0,1422.56,,Ριζότο με Μανιτάρια,28.9,0.0,AB,0.6,1.7,0.9
520,2024-08-22 14:24:29.541,2024-09-04 12:14:32.282,true,61.0,0.5,CUPS,12.0,337.0,1410.008,,Φάβα,13.0,0.0,AB,1.0,2.1,0.75
1428,2024-08-22 14:24:52.626,2024-09-04 12:14:32.320,false,37.0,0.5,CUPS,21.0,309.0,1292.856,,Πιλάφι Με Λαχανικά,26.0,0.0,AB,1.6,1.7,0.9
597,2024-08-22 14:24:31.082,2024-09-04 12:14:32.340,false,27.0,0.5,CUPS,0.0,210.0,878.64,,Κουκιά,0.0,0.0,AB,16.0,10.0,0.85
1403,2024-08-22 14:24:51.743,2024-09-04 12:14:36.301,false,75.3,0.5,CUPS,5.5,380.0,1589.92,,Τραχανάς Γλυκός Σταρένιος,12.7,0.0,AB,1.7,1.9,0.55
2209,2024-08-27 12:04:56.788,2024-08-27 12:04:56.788,true,20.1,1.0,GRAMS,3.0,86.0,359.824,5,Γλυκοπατάτα,1.6,0.02,Inhealion,4.2,0.05,
1429,2024-08-22 14:24:52.669,2024-09-04 12:14:32.360,false,70.6,0.5,CUPS,1.6,333.0,1393.2720000000002,,Ροβίτσα Βιολογική,10.5,0.0,AB,0.1,0.5,0.85
1430,2024-08-22 14:24:52.693,2024-09-04 12:14:32.382,false,68.0,0.5,CUPS,5.0,505.0,2112.92,,Μανιταροπίλαφο,6.1,0.0,AB,2.5,24.0,0.9
1431,2024-08-22 14:24:52.720,2024-09-04 12:14:32.403,false,68.0,1.0,HANDFULS,5.0,505.0,2112.92,,Τσιπς Nacho Τυρί,6.1,0.0,AB,2.5,24.0,1.0
1432,2024-08-22 14:24:52.742,2024-09-04 12:14:32.424,false,68.0,1.0,HANDFULS,5.0,505.0,2112.92,,Τσιπς Nacho Αλάτι,6.1,0.0,AB,2.5,24.0,1.0
1433,2024-08-22 14:24:52.767,2024-09-04 12:14:32.447,false,58.0,1.0,HANDFULS,1.4,542.0,2267.728,,Τσιπς Nacho Chilli,5.9,0.0,AB,6.4,31.0,1.0
1434,2024-08-22 14:24:52.792,2024-09-04 12:14:32.469,false,64.0,1.0,HANDFULS,0.0,484.0,2025.056,,Σνακ Καλαμποκιού τυρί,6.3,0.0,AB,0.8,20.0,1.0
1435,2024-08-22 14:24:52.815,2024-09-04 12:14:32.492,false,58.0,1.0,HANDFULS,1.5,543.0,2271.9120000000003,,Τσιπς Τορτίγια,6.1,0.0,AB,5.1,32.0,1.0
1436,2024-08-22 14:24:52.839,2024-09-04 12:14:32.513,false,64.0,1.0,HANDFULS,0.0,484.0,2025.056,,Σνακ Καλαμποκιού Πάπρικα,6.3,0.0,AB,0.8,20.0,1.0
1437,2024-08-22 14:24:52.865,2024-09-04 12:14:32.534,false,63.0,1.0,HANDFULS,0.0,466.0,1949.7440000000001,,Τσιπς Τορτίγια με Τυρί,6.3,0.0,AB,2.3,20.0,1.0
1438,2024-08-22 14:24:52.908,2024-09-04 12:14:32.556,false,78.0,1.0,HANDFULS,4.0,373.0,1560.632,,Τσιπς Τορτίγια BBQ,8.0,0.0,AB,0.75,2.3,1.0
1439,2024-08-22 14:24:52.935,2024-09-04 12:14:32.577,false,71.0,1.0,PIECES,6.0,390.0,1631.76,,Ρυζογκοφρέτα Με Καλαμπόκι,8.5,0.0,AB,2.0,7.1,1.0
1440,2024-08-22 14:24:52.967,2024-09-04 12:14:32.598,false,53.0,1.0,PIECES,4.0,527.0,2204.9680000000003,,Ρυζογκοφρέτα Με Ρίγανη,8.7,0.0,AB,1.0,30.0,1.0
1441,2024-08-22 14:24:53.002,2024-09-04 12:14:32.621,false,56.0,1.0,HANDFULS,0.0,532.0,2225.888,,Πακοτίνια,8.4,0.0,AB,3.4,30.0,1.0
1442,2024-08-22 14:24:53.026,2024-09-04 12:14:32.643,false,9.7,1.0,HANDFULS,0.7,71.0,297.064,,Δρακουλίνια,0.8,0.0,AB,4.5,3.1,1.0
1443,2024-08-22 14:24:53.051,2024-09-04 12:14:32.664,false,64.5,1.0,PIECES,7.2,378.0,1581.5520000000001,,Ρυζογκοφρέτα Με Μαύρη Σοκολάτα,7.5,0.0,AB,2.6,8.5,1.0
1444,2024-08-22 14:24:53.077,2024-09-04 12:14:32.684,false,76.0,1.0,PIECES,4.0,369.0,1543.896,,Ρυζογκοφρέτα Τυρί,9.0,0.0,AB,0.2,2.3,1.0
1445,2024-08-22 14:24:53.105,2024-09-04 12:14:32.704,false,62.0,1.0,PIECES,3.7,504.0,2108.736,,Ρυζογκοφρέτα Κλασική,6.6,0.0,AB,5.2,25.0,1.0
1446,2024-08-22 14:24:53.131,2024-09-04 12:14:32.727,false,65.0,1.0,HANDFULS,2.7,479.0,2004.136,,Γαριδάκια Τυρί,6.8,0.0,AB,33.0,21.0,1.0
1447,2024-08-22 14:24:53.156,2024-09-04 12:14:32.748,false,64.5,1.0,PIECES,7.3,378.0,1581.5520000000001,,Ρυζογκοφρέτα με Αλατισμένη Καραμέλα,7.5,0.0,AB,2.4,8.2,1.0
1448,2024-08-22 14:24:53.180,2024-09-04 12:14:32.768,false,48.7,1.0,PIECES,4.6,50.8,212.5472,,Ρυζογκοφρέτα Ρίγανη,15.3,0.0,AB,1.3,28.4,1.0
1449,2024-08-22 14:24:53.222,2024-09-04 12:14:32.808,false,61.1,1.0,PIECES,6.6,4810.0,20125.04,,Ρυζογκοφρέτα Pizza,7.3,0.0,AB,7.3,21.6,1.0
1450,2024-08-22 14:24:53.248,2024-09-04 12:14:32.830,false,10.0,1.0,HANDFULS,0.4,70.0,292.88,,Τσιπς Ολικής Άλεσης Θαλασσινό Αλάτι,0.8,0.0,AB,5.0,3.1,1.0
1451,2024-08-22 14:24:53.274,2024-09-04 12:14:32.882,false,62.0,1.0,PIECES,4.4,465.0,1945.5600000000002,,Ρυζογκοφρέτα Με Σοκολάτα Γάλακτος,6.3,0.0,AB,30.0,21.0,1.0
1452,2024-08-22 14:24:53.307,2024-09-04 12:14:32.917,false,56.0,1.0,PIECES,1.4,549.8,2300.3632,,Ρυζογκοφρέτα με Γιαούρτι & Φράουλα,6.5,0.0,AB,3.9,33.0,1.0
1453,2024-08-22 14:24:53.337,2024-09-04 12:14:32.939,false,71.0,1.0,HANDFULS,6.5,386.0,1615.0240000000001,,Γαριδάκια με Τυρί Χωρίς Γλουτένη,10.0,0.0,AB,0.2,5.4,1.0
1454,2024-08-22 14:24:53.362,2024-09-04 12:14:32.960,false,71.0,1.0,PIECES,4.6,413.0,1727.992,,Ρυζογκοφρέτα Επτάσπορη,7.5,0.0,AB,9.5,10.0,1.0
1455,2024-08-22 14:24:53.386,2024-09-04 12:14:32.982,false,55.0,1.0,PIECES,0.0,526.0,2200.784,,Ρυζογκοφρέτα Με Κανέλα,10.4,0.0,AB,3.0,29.0,1.0
1456,2024-08-22 14:24:53.411,2024-09-04 12:14:33.005,false,72.0,1.0,HANDFULS,3.1,443.0,1853.5120000000002,,Σνακ Καλαμποκιού Pizza,8.0,0.0,AB,2.0,13.0,1.0
1457,2024-08-22 14:24:53.436,2024-09-04 12:14:33.026,false,64.0,1.0,PIECES,0.0,451.0,1886.9840000000002,,Ρυζογκοφρέτα Barbecue,14.0,0.0,AB,7.0,15.0,1.0
1458,2024-08-22 14:24:53.470,2024-09-04 12:14:33.050,false,63.0,1.0,HANDFULS,0.0,453.0,1895.352,,Σνακ Bake Rolls Ντομάτα Ελιά,15.0,0.0,AB,6.2,15.0,1.0
1459,2024-08-22 14:24:53.499,2024-09-04 12:14:33.075,false,80.0,1.0,HANDFULS,3.5,395.0,1652.68,,Σνακ Bake Rolls Σκόρδο,8.0,0.0,AB,0.5,25.0,1.0
1460,2024-08-22 14:24:53.525,2024-09-04 12:14:33.103,false,68.0,1.0,PIECES,2.9,460.0,1924.64,,Ρυζογκοφρέτα Ανάλατη,8.0,0.0,AB,2.4,17.0,1.0
1461,2024-08-22 14:24:53.553,2024-09-04 12:14:33.153,false,64.7,1.0,HANDFULS,7.1,374.0,1564.816,,Τσιπς Ρυζιού Θαλασσινό Αλάτι και Μαύρο Πιπέρι,7.2,0.0,AB,3.1,8.5,1.0
1462,2024-08-22 14:24:53.580,2024-09-04 12:14:33.186,false,80.0,1.0,PIECES,3.4,384.0,1606.656,,Ρυζογκοφρέτα Barbeque,8.0,0.0,AB,0.5,2.5,1.0
1463,2024-08-22 14:24:53.623,2024-09-04 12:14:33.226,false,62.0,1.0,PIECES,7.7,478.0,1999.952,,Ρυζογκοφρέτα με Θαλασσινό Αλάτι,7.3,0.0,AB,10.0,21.0,1.0
1464,2024-08-22 14:24:53.653,2024-09-04 12:14:33.288,false,44.0,1.0,HANDFULS,1.4,571.0,2389.0640000000003,,Σνακ Δημητριακών με Ντομάτα & Γλυκιά Πιπεριά,4.9,0.0,AB,1.2,41.0,1.0
1498,2024-08-22 14:24:54.628,2024-09-04 12:14:34.400,false,59.4,3.0,TEASPOONS,1.2,242.0,1012.528,,Μαρμελάδα Σύκο,0.6,0.0,AB,41.3,0.1,1.3
2210,2024-08-27 12:07:01.027,2024-08-29 06:48:39.863,true,3.9,1.0,GRAMS,1.2,18.0,75.312,5,Ντοματίνι,0.9,0.03,Inhealion,2.6,0.2,
1465,2024-08-22 14:24:53.691,2024-09-04 12:14:33.323,false,83.0,1.0,HANDFULS,3.0,386.0,1615.0240000000001,,Τυρογαριδάκια,8.6,0.0,AB,0.2,1.9,1.0
1466,2024-08-22 14:24:53.716,2024-09-04 12:14:33.344,false,81.0,1.0,PIECES,2.3,383.0,1602.472,,Γκοφρέτα Καλαμποκιού,5.4,0.0,AB,0.1,3.1,1.0
1467,2024-08-22 14:24:53.740,2024-09-04 12:14:33.365,false,52.0,1.0,PIECES,0.4,456.0,1907.904,,Ρυζογκοφρέτα Σουσάμι & Αλάτι,17.0,0.0,AB,0.8,20.0,1.0
1468,2024-08-22 14:24:53.764,2024-09-04 12:14:33.406,false,56.0,1.0,HANDFULS,0.5,473.0,1979.0320000000002,,Σνακ Τυριού Ψημένο με Φέτα Τομάτα Ρίγανη,17.0,0.0,AB,0.5,20.0,1.0
1469,2024-08-22 14:24:53.793,2024-09-04 12:14:33.427,false,54.0,1.0,HANDFULS,3.2,478.0,1999.952,,Σνακ Τυριού Ψημένο με Φέτα Καραμελωμένο Κρεμμύδι,5.8,0.0,AB,3.8,26.0,1.0
1470,2024-08-22 14:24:53.820,2024-09-04 12:14:33.449,false,78.0,1.0,HANDFULS,4.0,394.0,1648.496,,Σνακ με Τυρί Τσένταρ,8.9,0.0,AB,0.5,4.1,1.0
1471,2024-08-22 14:24:53.843,2024-09-04 12:14:33.472,false,50.0,1.0,PIECES,0.0,600.0,2510.4,,Ρυζογκοφρέτα Chia & Κινόα,6.0,0.0,AB,0.6,42.0,1.0
1472,2024-08-22 14:24:53.873,2024-09-04 12:14:33.495,false,61.0,1.0,HANDFULS,3.0,511.0,2138.024,,Σνακ Καλαμποκιού με Φυστίκι,6.8,0.0,AB,2.4,26.0,1.0
1473,2024-08-22 14:24:53.897,2024-09-04 12:14:33.517,false,54.0,1.0,HANDFULS,7.5,435.0,1820.04,,Πιτσίνια,14.0,0.0,AB,9.5,16.5,1.0
1474,2024-08-22 14:24:53.920,2024-09-04 12:14:33.538,false,56.0,1.0,HANDFULS,0.5,473.0,1979.0320000000002,,Σνακ Bake Rolls Pizza,17.0,0.0,AB,0.5,20.0,1.0
1475,2024-08-22 14:24:53.951,2024-09-04 12:14:33.573,false,63.0,1.0,HANDFULS,4.1,492.0,2058.5280000000002,,Σνακ Τυριού Ψημένο με Φέτα Jalapeno Chilli,6.0,0.0,AB,34.0,23.0,1.0
1476,2024-08-22 14:24:53.994,2024-09-04 12:14:33.604,false,54.0,1.0,PIECES,7.5,435.0,1820.04,,Ρυζογκοφρέτα με Λευκή Σοκολάτα & Espresso,14.0,0.0,AB,9.5,16.5,1.0
1477,2024-08-22 14:24:54.029,2024-09-04 12:14:33.628,false,78.0,1.0,PIECES,3.9,386.0,1615.0240000000001,,Σνακ Bake Rolls Τσίλι,9.3,0.0,AB,0.6,2.8,1.0
1478,2024-08-22 14:24:54.055,2024-09-04 12:14:33.656,false,65.0,1.0,PIECES,2.5,267.0,1117.1280000000002,,Γκοφρέτα Δημητριακών με Αμάραντο,0.5,0.0,AB,58.0,0.0,1.0
1479,2024-08-22 14:24:54.092,2024-09-04 12:14:33.678,false,40.0,3.0,TEASPOONS,2.0,165.0,690.36,,Μαρμελάδα Έξτρα Φράουλα,0.3,0.0,AB,4.0,0.0,1.3
1480,2024-08-22 14:24:54.131,2024-09-04 12:14:33.715,false,65.0,3.0,TEASPOONS,2.5,267.0,1117.1280000000002,,Μαρμελάδα Φράουλα Φρουκτόζη,0.5,0.0,AB,58.0,0.0,1.3
1481,2024-08-22 14:24:54.163,2024-09-04 12:14:33.744,false,59.0,3.0,TEASPOONS,0.0,241.0,1008.344,,Μαρμελάδα Έξτρα Βερίκοκο,0.4,0.0,AB,59.0,0.1,1.3
1482,2024-08-22 14:24:54.190,2024-09-04 12:14:33.766,false,60.0,3.0,TEASPOONS,0.0,242.0,1012.528,,Μαρεμελάδα Φράουλα,0.0,0.0,AB,60.0,0.0,1.3
1483,2024-08-22 14:24:54.215,2024-09-04 12:14:33.799,false,59.8,3.0,TEASPOONS,1.2,244.0,1020.8960000000001,,Μαρμελάδα Φράουλα Χωρίς Ζάχαρη,0.6,0.0,AB,45.8,0.1,1.3
1484,2024-08-22 14:24:54.241,2024-09-04 12:14:33.830,false,59.0,3.0,TEASPOONS,0.5,241.0,1008.344,,Μαρμελάδα Φράουλα Vegan,1.1,0.0,AB,59.0,0.1,1.3
1485,2024-08-22 14:24:54.272,2024-09-04 12:14:33.863,false,40.0,3.0,TEASPOONS,2.0,165.0,690.36,,Μαρμελάδα Βερίκοκο,0.3,0.0,AB,4.0,0.0,1.3
1486,2024-08-22 14:24:54.297,2024-09-04 12:14:33.901,false,40.0,3.0,TEASPOONS,2.0,165.0,690.36,,Μαρμελάδα Βερίκοκο Φρουκτόζη,0.3,0.0,AB,4.0,0.0,1.3
1487,2024-08-22 14:24:54.323,2024-09-04 12:14:33.937,false,59.0,3.0,TEASPOONS,1.1,243.0,1016.712,,Μαρμελάδα Βύσσινο Φρουκτόζη,0.7,0.0,AB,59.0,0.2,1.3
1488,2024-08-22 14:24:54.348,2024-09-04 12:14:33.982,false,57.0,3.0,TEASPOONS,3.4,239.0,999.976,,Μαρμελάδα Μαύρο Κεράσι,0.7,0.0,AB,57.0,0.2,1.3
1489,2024-08-22 14:24:54.375,2024-09-04 12:14:34.017,false,60.0,3.0,TEASPOONS,0.0,244.0,1020.8960000000001,,Μαρμελάδα Βατόμουρο,0.5,0.0,AB,58.0,0.0,1.3
1490,2024-08-22 14:24:54.406,2024-09-04 12:14:34.050,false,52.0,3.0,TEASPOONS,1.4,211.0,882.8240000000001,,Μαρμελάδα Βερίκοκο Χωρίς Προσθήκη Ζάχαρης,0.0,0.0,AB,52.0,0.0,1.3
1491,2024-08-22 14:24:54.435,2024-09-04 12:14:34.086,false,65.0,3.0,TEASPOONS,2.5,264.0,1104.576,,Μαρμελάδα Άγριο Μύρτιλο Χωρίς Προσθήκη Ζάχαρης,0.7,0.0,AB,62.5,0.3,1.3
1492,2024-08-22 14:24:54.459,2024-09-04 12:14:34.120,false,65.0,3.0,TEASPOONS,2.5,267.0,1117.1280000000002,,Μαρμελάδα Πορτοκάλι,0.5,0.0,AB,58.0,0.0,1.3
1493,2024-08-22 14:24:54.483,2024-09-04 12:14:34.158,false,52.0,3.0,TEASPOONS,1.3,211.0,882.8240000000001,,Μαρμελάδα Extra Κεράσι,0.0,0.0,AB,50.0,0.0,1.3
1494,2024-08-22 14:24:54.508,2024-09-04 12:14:34.194,false,52.0,3.0,TEASPOONS,1.3,216.0,903.744,,Μαρμελάδα Ροδάκινο,0.6,0.0,AB,50.0,0.3,1.3
1495,2024-08-22 14:24:54.537,2024-09-04 12:14:34.230,false,59.0,3.0,TEASPOONS,0.3,241.0,1008.344,,Μαρμελάδα 4 Φρούτα,1.5,0.0,AB,59.0,0.1,1.3
1496,2024-08-22 14:24:54.561,2024-09-04 12:14:34.264,false,65.5,3.0,TEASPOONS,1.7,270.0,1129.68,,Μαρμελάδα Άγρια Μύρτιλα,2.1,0.0,AB,64.0,0.2,1.3
1497,2024-08-22 14:24:54.586,2024-09-04 12:14:34.330,false,64.0,3.0,TEASPOONS,1.1,258.0,1079.472,,Μαρμελάδα Μανταρίνι,0.6,0.0,AB,62.9,0.4,1.3
1499,2024-08-22 14:24:54.655,2024-09-04 12:14:34.426,false,59.0,3.0,TEASPOONS,1.2,241.0,1008.344,,Μαρμελάδα Φρούτα του Δάσους Vegan,0.4,0.0,AB,59.0,0.1,1.3
1500,2024-08-22 14:24:54.693,2024-09-04 12:14:34.449,false,40.0,3.0,TEASPOONS,2.0,165.0,690.36,,Μαρμελάδα Άγρια Φράουλα,0.3,0.0,AB,4.0,0.0,1.3
1501,2024-08-22 14:24:54.752,2024-09-04 12:14:34.471,false,58.0,3.0,TEASPOONS,1.7,245.0,1025.08,,Μαρμελάδα Δαμάσκηνο Φρουκτόζη,0.9,0.0,AB,51.0,0.5,1.3
1502,2024-08-22 14:24:54.778,2024-09-04 12:14:34.497,false,61.0,3.0,TEASPOONS,1.2,252.0,1054.368,,Μαρμελάδα Κάστανο,1.7,0.0,AB,60.0,0.1,1.3
1503,2024-08-22 14:24:54.816,2024-09-04 12:14:34.521,false,50.0,3.0,TEASPOONS,0.0,200.0,836.8000000000001,,Μαρμελάδα Δαμάσκηνο,0.0,0.0,AB,48.0,0.0,1.3
1504,2024-08-22 14:24:54.841,2024-09-04 12:14:34.553,false,50.0,3.0,TEASPOONS,1.4,212.0,887.008,,Μαρμελάδα Λεμόνι και Λάιμ,0.6,0.0,AB,44.0,0.8,1.3
1505,2024-08-22 14:24:54.865,2024-09-04 12:14:34.580,false,60.0,3.0,TEASPOONS,0.0,244.0,1020.8960000000001,,Μαρμελάδα Βερίκοκο και Chia,0.5,0.0,AB,58.0,0.0,1.3
1506,2024-08-22 14:24:54.925,2024-09-04 12:14:34.651,false,49.0,3.0,TEASPOONS,0.0,208.0,870.272,,Μαρμελάδα Έξτρα Βύσσινο,1.0,0.0,AB,48.0,0.2,1.3
1507,2024-08-22 14:24:54.950,2024-09-04 12:14:34.673,false,52.0,3.0,TEASPOONS,1.3,213.0,891.192,,Μαρμελάδα Βερίκοκο Χωρίς Ζάχαρη,0.0,0.0,AB,47.0,0.3,1.3
1508,2024-08-22 14:24:54.975,2024-09-04 12:14:34.699,false,52.0,3.0,TEASPOONS,1.6,213.0,891.192,,Μαρμελάδα Βατόμουρο και Ρόδι,0.5,0.0,AB,47.0,0.0,1.3
1509,2024-08-22 14:24:55.000,2024-09-04 12:14:34.727,false,50.0,3.0,TEASPOONS,0.0,206.0,861.904,,Μαρμελάδα Μαύρο Κεράσι Χωρίς Προσθήκη Ζάχαρης,0.6,0.0,AB,46.0,0.4,1.3
1510,2024-08-22 14:24:55.035,2024-09-04 12:14:34.749,false,50.0,3.0,TEASPOONS,1.3,210.0,878.64,,Μαρμελάδα Φράουλα και Γκότζι Μπέρι,0.0,0.0,AB,47.0,0.8,1.3
1511,2024-08-22 14:24:55.075,2024-09-04 12:14:34.771,false,63.0,3.0,TEASPOONS,0.7,256.0,1071.104,,Μαρμελάδα Μύρτιλο και Ακάι Μπέρι,0.4,0.0,AB,53.0,0.1,1.3
1512,2024-08-22 14:24:55.118,2024-09-04 12:14:34.792,false,24.1,3.0,TEASPOONS,6.7,591.0,2472.744,,Μαρμελάδα Έξτρα Δαμάσκηνο,20.9,0.0,AB,10.5,47.2,1.3
1513,2024-08-22 14:24:55.164,2024-09-04 12:14:34.825,false,33.0,1.0,TABLESPOONS,6.7,573.0,2397.4320000000002,,Φυστικοβούτυρο Απαλό Vegan,16.9,0.0,AB,30.8,40.0,1.15
427,2024-08-22 14:24:27.902,2024-09-04 12:14:34.854,false,22.5,1.0,TABLESPOONS,2.0,149.0,623.416,,Ταχίνι Με Κακάο,2.5,0.0,AB,0.5,5.0,1.08
1514,2024-08-22 14:24:55.226,2024-09-04 12:14:34.884,false,13.0,1.0,TABLESPOONS,0.0,632.0,2644.288,,Ταχίνι Με Μέλι,27.0,0.0,AB,5.5,50.0,1.15
1515,2024-08-22 14:24:55.257,2024-09-04 12:14:34.907,false,10.2,1.0,TABLESPOONS,8.4,626.0,2619.184,,Φυστικοβούτυρο Απαλό,25.2,0.0,AB,4.6,52.0,1.15
1516,2024-08-22 14:24:55.284,2024-09-04 12:14:34.929,false,1.9,3.0,TEASPOONS,10.2,664.0,2778.176,,Κρέμα Επάλειψης 4 Ξηροί Καρποί,26.0,0.0,AB,1.3,59.1,1.1
1517,2024-08-22 14:24:55.311,2024-09-04 12:14:34.953,false,1.8,1.0,TABLESPOONS,13.4,625.0,2615.0,,Tαχίνι,24.8,0.0,AB,1.0,54.7,1.0
1518,2024-08-22 14:24:55.359,2024-09-04 12:14:34.997,false,61.6,3.0,TEASPOONS,0.0,508.0,2125.472,,Πραλίνα Φουντουκιού με Στέβια,7.3,0.0,AB,43.7,25.2,1.15
1519,2024-08-22 14:24:55.384,2024-09-04 12:14:35.021,false,25.1,1.0,TABLESPOONS,7.1,557.0,2330.4880000000003,,Κρέμα Φουντουκιού Κακάο Κριτσίνια,21.5,0.0,AB,10.7,42.7,1.15
1520,2024-08-22 14:24:55.408,2024-09-04 12:14:35.043,false,31.3,1.0,TABLESPOONS,7.1,561.0,2347.224,,Βούτυρο Αμυγδάλου,18.0,0.0,AB,23.7,38.9,1.06
1521,2024-08-22 14:24:55.434,2024-09-04 12:14:35.065,false,32.9,1.0,TABLESPOONS,6.0,564.0,2359.7760000000003,,Φυστικοβούτυρο Μαύρη Σοκολάτα Χωρίς Γλουτένη,17.7,0.0,AB,25.9,38.9,1.15
1522,2024-08-22 14:24:55.461,2024-09-04 12:14:35.103,false,2.3,1.0,TABLESPOONS,10.0,633.0,2648.472,,Φυστικοβούτυρο με Αλμυρή Καραμέλα,24.9,0.0,AB,1.0,56.0,1.15
1523,2024-08-22 14:24:55.484,2024-09-04 12:14:35.131,false,1.9,1.0,TABLESPOONS,10.0,659.0,2757.2560000000003,,Ταχίνι Ολικής Άλεσης με Σουσάμι,26.9,0.0,AB,1.7,58.2,1.0
1524,2024-08-22 14:24:55.527,2024-09-04 12:14:35.174,false,57.3,2.0,TEASPOONS,0.0,544.0,2276.096,,Κρέμα Σοκολάτας Γάλα & Κακάο,6.0,0.0,AB,0.0,31.6,1.2
1526,2024-08-22 14:24:55.638,2024-09-04 12:14:35.287,false,18.0,1.0,TABLESPOONS,9.7,601.0,2514.5840000000003,,Φιστικοβούτυρο Χωρίς Προσθήκη Ζάχαρης,18.7,0.0,AB,13.3,48.3,1.15
1527,2024-08-22 14:24:55.667,2024-09-04 12:14:35.310,false,43.5,1.0,TABLESPOONS,0.0,540.0,2259.36,,Αμυγδαλοβούτυρο Χωρίς Γλουτένη,17.0,0.0,AB,36.5,35.0,1.15
