"id","updated_at","carbs","dietary_fiber","energy_kcal","energy_kj","fat","name","net_carbs","preparation_time_in_minutes","protein","saturated_fats","servings","sugar","total_fats","total_grams"
169,2024-09-11 10:49:53.185,27.858700000000002,13.504900000000003,265.6705,0.0,16.788400000000003,"Σαλάτα με σπανάκι, αβοκάντο και ντοματίνια",0.0,15,9.36705,2.0875,2,8.741365,16.788400000000003,453.65
170,2024-09-11 12:20:08.573,74.75108,0.276635,520.46845,0.0,6.488935000000001,Λιγκουίνι με σως σκόρδου και μύδια,0.0,30,30.88302,0.00565,5,4.529496000000001,6.488935000000001,289.235
171,2024-09-11 12:25:39.871,16.535375,5.02621875,104.3028125,0.0,3.32646875,Μανιταρόσουπα,0.0,60,4.232875,0.07543749999999999,8,2.5844500000000004,3.32646875,179.84375
225,2024-09-18 12:03:26.471,2.5506875,0.523859375,202.12921875,0.0,11.650921875000002,Τζατζίκι,0.0,10,0.57390625,0.04890625,8,12.781884375000002,11.650921875000002,191.515625
172,2024-09-12 06:53:52.187,41.546,9.859593750000004,265.7996875,0.0,8.357218750000001,Σαλάτα με ψητά λαχανικά και ταλαγάνι,0.0,45,9.4308125,0.46368750000000003,4,20.046893750000002,8.357218750000001,427.15625
257,2024-10-03 11:21:32.550,3.278,1.317,339.31,0.0,22.978,Πίτσα Πρωτεϊνης,0.0,40,28.377999999999997,0.0,1,1.947,22.978,223.0
174,2024-09-12 07:18:56.012,81.48280000000001,8.939599999999999,808.982,0.0,39.670600000000015,Φακές με λουκάνικο,0.0,40,32.5362,0.096,1,12.020460000000002,39.670600000000015,378.6
176,2024-09-12 07:42:36.535,74.54105714285713,5.836882142857143,557.3646071428572,0.0,18.68316785714286,Παστίτσιο με σπανάκι,0.0,40,24.158157142857142,0.16703571428571426,7,10.799282857142856,18.68316785714286,417.02500000000003
178,2024-09-12 08:26:52.448,25.782374999999995,4.68821875,981.3299375,0.0,77.98784375000001,Μπριζόλες με σάλτσα μανιταριών,0.0,60,42.43191250000001,0.0298125,4,4.18126875,77.98784375000001,426.83125
180,2024-09-12 08:54:15.932,15.44735,3.891825,168.78649999999996,0.0,3.094575,Τσιπούρα με τομάτα και κρεμμύδι στο φούρνο,0.0,40,21.484025000000003,0.16275,2,7.3489325,3.094575,349.2
189,2024-09-12 10:22:18.470,61.9372,3.6744000000000003,450.7004999999999,0.0,16.150650000000002,Σαλάτα με ρύζι και κοτόπουλο ,0.0,25,10.90255,0.195,2,8.931365,16.150650000000002,322.4
158,2024-09-12 09:01:32.655,49.7537,5.648591666666667,914.2084166666667,0.0,58.826191666666666,Μπάμιες με γαρίδες κοκκινιστές στην κατσαρόλα ,0.0,60,43.98396666666667,0.04175,3,12.627206666666668,58.826191666666666,628.8583333333333
182,2024-09-12 09:16:56.828,3.3249000000000013,1.126425,155.64058333333332,0.0,3.1812583333333335,Λαβράκι στο φούρνο,0.0,30,29.56835,0.03808333333333334,3,0.683205,3.1812583333333335,192.17499999999998
183,2024-09-12 09:20:48.608,37.95955,1.8237249999999998,565.678875,0.0,25.4831,Πίτα χωριάτικη,0.0,40,45.69738749999999,0.0858125,8,14.457091250000001,25.4831,487.725
184,2024-09-12 09:41:34.055,47.38870000000001,6.4549,431.6205,0.0,18.2734,Σαλάτα με φαγόπυρο και ψητά θαλασσινά,0.0,20,18.617050000000003,0.049,2,5.716365000000001,18.2734,216.4
186,2024-09-12 09:48:33.005,15.15535,2.2880499999999997,75.66024999999999,0.0,1.6717000000000002,Σαλάτα ρόκα με αχλάδι,0.0,5,0.871025,0.0925,2,14.3841825,1.6717000000000002,115.825
187,2024-09-12 09:51:45.479,16.760299999999997,2.794896875,530.8615312499999,0.0,36.759646874999994,Χοιρινό με πράσο,0.0,60,32.75401249999999,0.11990625,8,5.100747500000001,36.759646874999994,258.72187499999995
185,2024-11-09 08:04:12.249,21.114675000000002,1.023725,378.955125,0.0,12.7346,Θαλασσινή σαλάτα,0.0,70,42.803012499999994,0.02,4,3.37534125,12.7346,423.4125
191,2024-09-12 13:35:01.901,33.68572499999999,7.81429375,252.1968125,0.0,7.541168749999999,Πέννες με σολομό,0.0,25,13.236025000000001,0.2549375,4,2.22587,7.541168749999999,258.66875
192,2024-09-12 13:44:01.704,13.202128571428574,1.2831696428571429,131.39594642857145,0.0,6.22794107142857,Τηγανίτες πατάτας,0.0,45,5.749357142857143,0.05851785714285714,14,0.6627607142857144,6.22794107142857,87.51964285714284
